iso,share_pc1,share_pc2,share_pc3,share_pc4,share_pc5,share_pc6,share_pc7,share_pc8,share_pc9,share_pc10,share_pc11,share_pc12,share_pc13,share_pc14,share_pc15,share_pc16,share_pc17,share_pc18,share_pc19,share_pc20,share_pc21,share_pc22,share_pc23,share_pc24,share_pc25,share_pc26,share_pc27,share_pc28,share_pc29,share_pc30,share_pc31,share_pc32,share_pc33,share_pc34,share_pc35,share_pc36,share_pc37,share_pc38,share_pc39,share_pc40,cagr_pc1,cagr_pc2,cagr_pc3,cagr_pc4,cagr_pc5,cagr_pc6,cagr_pc7,cagr_pc8,cagr_pc9,cagr_pc10,cagr_pc11,cagr_pc12,cagr_pc13,cagr_pc14,cagr_pc15,cagr_pc16,cagr_pc17,cagr_pc18,cagr_pc19,cagr_pc20,hhi,top_share,n_partners_norm
100,-0.1478850312083873,0.0557285386932023,-0.003335163640759327,0.008940733686964185,-0.004164597595220031,0.0015209488576189405,-0.0004369084916373108,0.02265129986209558,-0.014064931793231062,0.003185288964470013,-0.027989304990841384,0.016567273581371805,-0.011649815726851568,0.0042732953806223556,-0.008569332688123208,0.0004527176611840938,0.007836168453965495,0.0007605049769909292,-0.0016305186538444014,0.006785909518205737,-0.002214985344413115,0.004236874828664393,-0.008652538622730573,0.005019180418711178,-0.005742831358999168,0.009260955350404977,-0.004700624031244099,0.00036957549629793805,-0.0049538087042120295,0.014257433026912139,-0.009199362182380957,-0.0008089511788196086,0.003712718400981813,-0.010513245536026115,0.007992675442126184,-0.003488765514720581,0.0012399333823882217,0.0016726120655719402,-0.008396676770792361,-0.011030778382215561,-4.590050546252858,2.0550637139726495,0.9838047006891472,-0.1572669481487242,0.4504118022516948,-0.20005955897095584,0.025892665052968583,-0.017913267236858023,0.06767287921674368,-0.021860324231081765,0.0037904640565457884,-0.040148286812068806,0.10936477653045402,-0.06226684698405787,0.07339138771737279,-0.00785923804942289,0.009103430778632265,-0.032457080652074775,0.05481784983712304,-0.11830555406377383,0.04931540662728219,0.1159792225768593,0.7422222222222222
104,0.1534766700096219,0.04364773166736578,-0.0167951518289087,0.009894042656088045,-0.001903162915618487,-0.012767157487197459,-0.0026327691767723217,-0.013708664371669682,0.0052283672686283065,-0.009135071609137783,0.0041787478031796756,0.006386712118393028,-0.0023824052523888834,0.0015203519591579142,-0.022960716768969464,0.004880609843400582,0.003316016785707212,0.005317092440583365,0.0009431085728131769,-0.007137943633137064,-0.007895006992119154,0.0004327348448981181,-0.010428734810966409,-0.00919544307856125,-0.013005117209601087,-0.012605490549101877,-0.01325997549574871,-0.00040821437140099785,0.008953967997666167,0.006308169424047386,0.01891213567281853,0.01233758057272794,-0.003795711359178222,-0.009392889182185015,0.0033212345191850033,0.00016685702869798506,0.0023796035202145157,0.00506219789693592,-0.00174076373517726,0.001076365901651059,-2.491598392364634,-0.09421746388693615,-1.0189206798576012,0.3857603115206889,-0.925022830315094,0.2611286437382969,-0.44250466321810017,0.2594725328380216,0.09538946333159223,-0.0006964556351478857,0.31347917754494076,-0.38051421153671355,-0.2656825528059209,-0.021435762111451522,0.0552295563637582,0.13152119239182075,-0.23493661088410903,0.16019007981024014,0.3971131663133572,-0.4336558871308592,0.22495807358565992,0.4097267812074159,0.5377777777777778
108,-0.15510428898463172,-0.03864442420643982,-0.007881401378103243,0.020046613286104544,-0.00828804282299921,-0.026253202956479694,-0.0059321393493841235,-0.00027967092493924296,-0.0016735805603307892,0.022416288447210723,-0.009247486005112951,-0.026830030591127797,0.008269601412315562,-0.012248605928791697,0.00822285650331166,-0.00022965476088486028,0.026131134599810514,-0.0009319762954832449,-0.0297193596968911,-0.030283802665125596,-0.009394545084745019,-0.003914603711081526,-0.031351689477510984,0.03479840470145594,-0.011316859631532894,0.007246970771013685,0.002591568509023329,-0.04402797311318834,0.004780803662742831,0.020554866168485193,0.037180156880143964,-0.022061063592555746,0.03054569085433761,0.0020872645993175996,-0.006108801128410854,-0.008837335233791583,-0.0021133454528753357,-0.018539840222236044,0.010057769480740122,0.0004514411324452684,3.9059961334580287,-2.2220349120125555,-0.40858997498782845,-3.0774256973940406,1.16933000942412,-0.11955200664003995,0.7635573506211785,0.19534494102253533,-0.8444114655050432,-0.6091195084246332,0.46122475737863394,0.7196711560027131,0.43170084435986983,1.9999263635446944,0.5753274384248487,0.033251031915330354,-1.4153068509599747,-0.09103842263166377,-0.6295313182290128,0.4744303287775471,0.12253386334652286,0.25552751145101565,0.3466666666666667
112,-0.15741233303318317,-0.03718611919648538,-0.010426773182343451,-0.0014819275698790574,0.02112094519216819,-0.011129958968567442,-0.014669116416971556,0.03985204550835549,-0.030907514353616664,-0.014156154238636448,0.01370718315490829,0.010158355654917189,0.013222662435477138,-0.0343837118337589,-0.0059315280666954635,-0.02805955791987726,-0.0037643568756781007,-0.02631670775326321,0.02577045070192962,-0.015121691207816106,0.01729567823246389,-0.00576263476746507,0.016205819510292173,0.014637623123800136,0.03140151388138121,-0.016336993603061744,-0.017513247284733347,0.003385442504070024,0.0012606230174234357,-0.011892762579146109,-0.0033968538049529142,0.05895297752772135,0.047864763687161346,0.0009680442247190223,-0.012678290123886264,-0.025864703212909516,-0.004015213784552547,-0.011372367419585475,-0.005653312753142996,0.020533576313750572,-0.6118380360573599,-1.049346423858908,-1.1566892287769104,0.518543923045876,-0.18588441154677782,1.7812916477475629,1.177713194459774,0.803816622065276,-0.48627815158921484,-0.7358070062911356,0.47259502074039467,-0.9205994016778557,-0.04471699927886012,-1.4793303057103253,0.45943345190667406,-0.08116719107302303,0.25844738450989435,-0.38464176385213433,0.7980136275977445,-0.19370832042433767,0.2015991546507671,0.38946603152700504,0.35555555555555557
116,0.02472261120109783,-0.016271568652233743,-0.014017740405179837,-0.00797876038391144,0.021762145697220774,-0.005164751969399994,0.020764410602374304,-0.0058492511150263155,0.0061749053158202186,0.014728577284557174,-0.005798715543190959,-0.007072621820317578,-0.01767606293298736,-0.0005268938913697017,-0.002288052029988307,0.01611283070800673,0.00038901641655834625,0.004764292519870835,0.0006522458696867793,0.005240876119883222,-0.003788339631046998,-0.012973279858395668,0.01528341313915543,0.003952135975024044,0.021702605359496675,-0.0036630434140132928,-0.018184050781172266,-0.019104857833269356,0.005809762463412945,-0.0037873342541927453,-0.0198661111673781,-0.010258251530527073,0.00047109968081481224,0.005444191517540083,-0.011161885667645711,0.004968047771560038,-0.01957646090138415,0.007935114626128989,0.011228668232179285,-0.006631732708352888,-2.63044148871971,-0.2772487446506205,-1.3202421334349577,0.43745821770816,-1.0905891810008221,0.10946953759922963,-0.3012966908022413,-0.11684078987140488,0.18428894961015627,0.10223032020205379,-0.2742060697109819,0.35266976494873326,0.7723675214964493,0.07671912983951905,-0.12587443104864673,-0.5110886952716885,-0.19625102639537417,-0.1923357942667784,-0.0356906118722178,-0.22918204904042536,0.21029174289045913,0.38095855879682816,0.6888888888888889
12,-0.16308720602711255,-0.03579963873183499,-0.006025312774314097,0.009317060992361893,-0.001502943399374798,-0.018237616372841704,-0.006745543310225559,0.010783876531141878,-0.007592115616421875,0.009131747284740581,0.026269934016680783,-0.010879379806080832,-0.00463616074903093,0.01365282117147076,-0.00380759160149462,-0.012590722385575995,-0.023898602038789168,0.012136130378367428,-0.02029025657022085,-0.011714494498900921,-0.010271182913336332,-0.003229822312702384,0.006338205146173099,-0.005829218282425126,0.02537224068628282,0.007654159892463709,0.026879794299523432,0.003070315298289954,0.01776685564114367,0.0017659317721672226,-0.0070730103165096625,-0.008384135171858946,0.008496088668031846,-0.013185407696922271,-0.005314979418478708,0.003159561022541412,0.005247749932171259,0.003897658713187459,-0.008200864368299424,0.001992986320883172,-2.6740374981600006,0.3055147566694961,-1.1071435409402015,0.018396797827329905,-0.7721676961803248,1.4695890224998205,0.7449545402144693,-0.1058434255466556,-0.6833515900312134,-0.05517694978332427,0.5910945446272561,0.4203312300725876,-1.0184630520082512,-0.6693790730430794,-0.4808349568227613,-0.09426329240334341,0.2854436391977275,-0.37652389020357135,-0.14666187583774212,0.5353257010720649,0.10028496695526541,0.24789080668322377,0.44
120,-0.10878310313186032,-0.03814278530551467,-0.004856413310075922,0.027248110151412763,-0.013693808762177148,-0.028104217720083206,0.002262970114670845,-0.02558330463962836,0.013725928516814126,0.009812277448813043,0.013860759702259189,-0.001953103531594687,-0.00037255151027609296,0.007336921207965989,-0.005968626445534624,-0.012242765593337599,-0.01372954207748253,-0.011369240208623031,-0.014775719538200222,0.00869911977961187,0.005998685514095101,0.005798039130393594,-0.007177713291631131,-0.0009471199387894526,0.004481107973612389,0.0020331935309541383,0.0032713593907448706,0.00772969656059451,0.00038574006081662363,0.009702170500018209,-0.008863783086117454,-0.0018956201453384732,-0.008505215825295858,0.005088606626368946,0.004427371215544714,-0.00925564985209162,0.006056450389926679,-0.009610864052001036,0.00674375885195677,-0.0005003798790874954,-0.829346992760731,-1.7595838897273348,-1.3841289601955933,-0.6755964808524993,-0.8985105906165376,-1.4953313108467277,-0.4100395953198071,1.107467869066907,-0.022047167471345434,0.28986434563218616,0.1342634097432876,0.013712465553103072,0.07915305817235858,-0.34849661897816847,0.29151674672795513,-0.22441829211703715,0.3895968718795452,0.2551837350806881,-0.5318655177866047,0.47978824643264373,0.20811948204315422,0.4386810288711484,0.4488888888888889
124,-0.12961553917167695,0.00654657971235894,-0.005961807530732091,-0.006803080784856718,0.020040593637075853,-0.0027386415695435946,0.0036394818661842957,0.01600741012133702,-0.009341359572474164,-0.0001855840711363414,0.01075454380345485,-0.0077647885224107985,0.012196877776758847,-0.010855645592002873,0.003344787116378942,-0.007455796713726623,-0.009363746262931115,-0.0003920680813757087,0.01151686495659588,0.006676652966458682,0.0014955227766305105,0.007275096098366672,-0.0020710764456841487,0.006154355291142442,-0.0011374336158446964,0.007472125508623354,-0.0018950008739584197,-0.0008612870630648534,-0.004876509534181962,0.003716753294881198,0.0025039113481121126,-0.002333114106857354,0.0012352400172832678,-0.0031846746621343124,0.008489372142854112,0.014561464847179274,-0.0011791018265100124,-0.006471385732301832,-0.002060660693439197,-0.007973865109670478,-4.684090583775033,2.223913115063955,1.2296740268977138,-0.2185018697207749,0.6974927504745344,-0.23121612711391126,0.06997999044625135,-0.010002534200329342,0.016447486266887062,-0.045969619080263834,-0.12595162924654274,-0.11992797502596426,0.14352581470298345,0.006665355838576753,0.06535418870072457,-0.02335437381481924,0.1803910874931614,-0.08109366229849917,-0.07344973298963114,-0.125076969772286,0.31493783581546325,0.5438933101275202,0.96
132,0.0807225584800161,-0.023416289736337286,-0.01428242215788846,0.021532605269237858,-0.02236482726922673,0.006324093835318444,0.006957159007002593,-0.004744001962269794,0.004989998207489313,0.010126027997596964,-0.0032368233990822523,-0.00539324576203866,0.006881762690412025,-0.0074241521990159815,0.012663627925331343,0.0020118610352860603,0.01525059202881572,-0.012517234839728409,-0.0027936234653434568,-0.008920398866113446,-0.010617649600184843,-0.002075013038988126,0.010640484872851949,0.001100126543363473,0.001686495314670126,0.0008092951110561841,0.003521825726381843,-0.000647491068311794,0.0005523183076412249,-0.008776121663615221,0.006665975458281796,-0.005102397889382647,0.0035872242597296245,0.006660412419149432,-0.0008252532400013467,0.0025153781970253543,0.008105799197800734,0.004094076736759353,0.004693928811891995,-0.00101681448568813,2.6293102740158476,-3.24992456759948,0.10410730831522629,-0.08658050310001086,0.898830791171803,-0.16544615100644885,-0.17697229732755315,-0.6276867881317076,-0.5746548465681002,-0.3319734382556429,0.24600572194898435,-0.40458191054043113,-0.037463514651426194,0.0019511731848278187,-0.4025555415573441,0.1186491253808691,0.24175305496443245,0.6816769046675087,0.03249390088670813,0.19013936938483383,0.23933253136659804,0.43633567977370646,0.29333333333333333
136,0.1267137221532642,-0.02096356896031881,0.07820797405449827,-0.0046983975021734565,0.011515651239931705,0.01992627827823119,-0.012299215946103639,-0.00904570590248559,-0.02562648036973922,-0.0013160972060055059,-0.008598865620123818,-0.007186556289800573,0.0065114484832848535,-0.0009234061999667149,0.0022525997135470622,-0.005385689839714812,0.001969900940709603,-0.009088375740471425,-0.001939048278255551,-0.005798221458616952,0.00668955946602998,0.004876370565929461,-0.00042421645438194173,0.0030108435258236325,0.0008281950450442914,-0.002831181282432721,-0.002648307936864652,-0.00032955567834083574,0.0033723576782687084,-0.000970574056411724,-0.0017606657225155556,0.002584637881833791,0.0015171911052576986,-0.0017364772676120364,-0.0007412172667181254,0.004600505181579889,-0.0014141509818237027,-0.004046109468473083,-0.0038043016531455268,-0.003150575645226114,1.8302587306719544,-2.4000351824303494,0.889290428415537,1.714646989328248,0.3436323785265138,-0.119261899789065,-0.6592064933928464,-0.5746363127231853,-1.108222813401741,-0.7042747525248345,0.36789834216663203,0.4710340220665221,0.7415628437571147,0.27911844805088026,0.4090718771483814,-0.29820307782204286,0.1992207838805056,-1.3582083944238472,-0.10014295385603042,-0.39453638674308206,0.22635431589438565,0.3033042090375105,0.3111111111111111
